orderNumber, styleNumber, units, price
111173,5011173,11273,131.94
111174,5011174,11274,131.95
111175,5011175,11275,131.96
111176,5011176,11276,131.97
111177,5011177,11277,131.98
111178,5011178,11278,131.99
111179,5011179,11279,132
111180,5011180,11280,132.01
111181,5011181,11281,132.02
111182,5011182,11282,132.03
111183,5011183,11283,132.04
111184,5011184,11284,132.05
111185,5011185,11285,132.06
111186,5011186,11286,132.07
111187,5011187,11287,132.08
111188,5011188,11288,132.09
111189,5011189,11289,132.1
111190,5011190,11290,132.11
111191,5011191,11291,132.12
111192,5011192,11292,132.13
111193,5011193,11293,132.14
111194,5011194,11294,132.15
111195,5011195,11295,132.16
111196,5011196,11296,132.17
111197,5011197,11297,132.18
111198,5011198,11298,132.19
111199,5011199,11299,132.2
111200,5011200,11300,132.21
111201,5011201,11301,132.22
111202,5011202,11302,132.23
111203,5011203,11303,132.24
111204,5011204,11304,132.25
111205,5011205,11305,132.26
111206,5011206,11306,132.27
111207,5011207,11307,132.28
111208,5011208,11308,132.29
111209,5011209,11309,132.3
111210,5011210,11310,132.31
111211,5011211,11311,132.32
111212,5011212,11312,132.33
111213,5011213,11313,132.34
111214,5011214,11314,132.35
111215,5011215,11315,132.36
111216,5011216,11316,132.37
111217,5011217,11317,132.38
111218,5011218,11318,132.39
111219,5011219,11319,132.4
111220,5011220,11320,132.41
111221,5011221,11321,132.42
111222,5011222,11322,132.43
111223,5011223,11323,132.44
111224,5011224,11324,132.45
111225,5011225,11325,132.46
111226,5011226,11326,132.47
111227,5011227,11327,132.48
111228,5011228,11328,132.49
111229,5011229,11329,132.5
111230,5011230,11330,132.51
111231,5011231,11331,132.52
111232,5011232,11332,132.53
111233,5011233,11333,132.54
111234,5011234,11334,132.55
111235,5011235,11335,132.56
111236,5011236,11336,132.57
111237,5011237,11337,132.58
111238,5011238,11338,132.59
111239,5011239,11339,132.6
111240,5011240,11340,132.61
111241,5011241,11341,132.62
111242,5011242,11342,132.63
111243,5011243,11343,132.64
111244,5011244,11344,132.65
111245,5011245,11345,132.66
111246,5011246,11346,132.67
111247,5011247,11347,132.68
111248,5011248,11348,132.69
111249,5011249,11349,132.7
111250,5011250,11350,132.71
111251,5011251,11351,132.72
111252,5011252,11352,132.73
111253,5011253,11353,132.74
111254,5011254,11354,132.75
111255,5011255,11355,132.76
111256,5011256,11356,132.77
111257,5011257,11357,132.78
111258,5011258,11358,132.79
111259,5011259,11359,132.8
111260,5011260,11360,132.81
111261,5011261,11361,132.82
111262,5011262,11362,132.83
111263,5011263,11363,132.84
111264,5011264,11364,132.85
111265,5011265,11365,132.86
111266,5011266,11366,132.87
111267,5011267,11367,132.88
111268,5011268,11368,132.89
111269,5011269,11369,132.9
111270,5011270,11370,132.91
111271,5011271,11371,132.92
111272,5011272,11372,132.93
111273,5011273,11373,132.94
111274,5011274,11374,132.95
111275,5011275,11375,132.96
111276,5011276,11376,132.97
111277,5011277,11377,132.98
111278,5011278,11378,132.99
111279,5011279,11379,133
111280,5011280,11380,133.01
111281,5011281,11381,133.02
111282,5011282,11382,133.03
111283,5011283,11383,133.04
111284,5011284,11384,133.05
111285,5011285,11385,133.06
111286,5011286,11386,133.07
111287,5011287,11387,133.08
111288,5011288,11388,133.09
111289,5011289,11389,133.1
111290,5011290,11390,133.11
111291,5011291,11391,133.12
111292,5011292,11392,133.13
111293,5011293,11393,133.14
111294,5011294,11394,133.15
111295,5011295,11395,133.16
111296,5011296,11396,133.17
111297,5011297,11397,133.18
111298,5011298,11398,133.19
111299,5011299,11399,133.2
111300,5011300,11400,133.21
111301,5011301,11401,133.22
111302,5011302,11402,133.23
111303,5011303,11403,133.24
111304,5011304,11404,133.25
111305,5011305,11405,133.26
111306,5011306,11406,133.27
111307,5011307,11407,133.28
111308,5011308,11408,133.29
111309,5011309,11409,133.3
111310,5011310,11410,133.31
111311,5011311,11411,133.32
111312,5011312,11412,133.33
111313,5011313,11413,133.34
111314,5011314,11414,133.35
111315,5011315,11415,133.36
111316,5011316,11416,133.37
111317,5011317,11417,133.38
111318,5011318,11418,133.39
111319,5011319,11419,133.4
111320,5011320,11420,133.41
111321,5011321,11421,133.42
111322,5011322,11422,133.43
111323,5011323,11423,133.44
111324,5011324,11424,133.45
111325,5011325,11425,133.46
111326,5011326,11426,133.47
111327,5011327,11427,133.48
111328,5011328,11428,133.49
111329,5011329,11429,133.5
111330,5011330,11430,133.51
111331,5011331,11431,133.52
111332,5011332,11432,133.53
111333,5011333,11433,133.54
111334,5011334,11434,133.55
111335,5011335,11435,133.56
111336,5011336,11436,133.57
111337,5011337,11437,133.58
111338,5011338,11438,133.59
111339,5011339,11439,133.6
111340,5011340,11440,133.61
111341,5011341,11441,133.62
111342,5011342,11442,133.63
111343,5011343,11443,133.64
111344,5011344,11444,133.65
111345,5011345,11445,133.66
111346,5011346,11446,133.67
111347,5011347,11447,133.68
111348,5011348,11448,133.69
111349,5011349,11449,133.7
111350,5011350,11450,133.71
111351,5011351,11451,133.72
111352,5011352,11452,133.73
111353,5011353,11453,133.74
111354,5011354,11454,133.75
111355,5011355,11455,133.76
111356,5011356,11456,133.77
111357,5011357,11457,133.78
111358,5011358,11458,133.79
111359,5011359,11459,133.8
111360,5011360,11460,133.81
111361,5011361,11461,133.82
111362,5011362,11462,133.83
111363,5011363,11463,133.84
111364,5011364,11464,133.85
111365,5011365,11465,133.86
111366,5011366,11466,133.87
111367,5011367,11467,133.88
111368,5011368,11468,133.89
111369,5011369,11469,133.9
111370,5011370,11470,133.91
111371,5011371,11471,133.92
111372,5011372,11472,133.93
111373,5011373,11473,133.94
111374,5011374,11474,133.95
111375,5011375,11475,133.96
111376,5011376,11476,133.97
111377,5011377,11477,133.98
111378,5011378,11478,133.99
111379,5011379,11479,134
111380,5011380,11480,134.01
111381,5011381,11481,134.02
111382,5011382,11482,134.03
111383,5011383,11483,134.04
111384,5011384,11484,134.05
111385,5011385,11485,134.06
111386,5011386,11486,134.07
111387,5011387,11487,134.08
111388,5011388,11488,134.09
111389,5011389,11489,134.1
111390,5011390,11490,134.11
111391,5011391,11491,134.12
111392,5011392,11492,134.13
111393,5011393,11493,134.14
111394,5011394,11494,134.15
111395,5011395,11495,134.16
111396,5011396,11496,134.17
111397,5011397,11497,134.18
111398,5011398,11498,134.19
111399,5011399,11499,134.2
111400,5011400,11500,134.21
111401,5011401,11501,134.22
111402,5011402,11502,134.23
111403,5011403,11503,134.24
111404,5011404,11504,134.25
111405,5011405,11505,134.26
111406,5011406,11506,134.27
111407,5011407,11507,134.28
111408,5011408,11508,134.29
111409,5011409,11509,134.3
111410,5011410,11510,134.31
111411,5011411,11511,134.32
111412,5011412,11512,134.33
111413,5011413,11513,134.34
111414,5011414,11514,134.35
111415,5011415,11515,134.36
111416,5011416,11516,134.37
111417,5011417,11517,134.38
111418,5011418,11518,134.39
111419,5011419,11519,134.4
111420,5011420,11520,134.41
111421,5011421,11521,134.42
111422,5011422,11522,134.43
111423,5011423,11523,134.44
111424,5011424,11524,134.45
111425,5011425,11525,134.46
111426,5011426,11526,134.47
111427,5011427,11527,134.48
111428,5011428,11528,134.49
111429,5011429,11529,134.5
111430,5011430,11530,134.51
111431,5011431,11531,134.52
111432,5011432,11532,134.53
111433,5011433,11533,134.54
111434,5011434,11534,134.55
111435,5011435,11535,134.56
111436,5011436,11536,134.57
111437,5011437,11537,134.58
111438,5011438,11538,134.59
111439,5011439,11539,134.6
111440,5011440,11540,134.61
111441,5011441,11541,134.62
111442,5011442,11542,134.63
111443,5011443,11543,134.64
111444,5011444,11544,134.65
111445,5011445,11545,134.66
111446,5011446,11546,134.67
111447,5011447,11547,134.68
111448,5011448,11548,134.69
111449,5011449,11549,134.7
111450,5011450,11550,134.71
111451,5011451,11551,134.72
111452,5011452,11552,134.73
111453,5011453,11553,134.74
111454,5011454,11554,134.75
111455,5011455,11555,134.76
111456,5011456,11556,134.77
111457,5011457,11557,134.78
111458,5011458,11558,134.79
111459,5011459,11559,134.8
111460,5011460,11560,134.81
111461,5011461,11561,134.82
111462,5011462,11562,134.83
111463,5011463,11563,134.84
111464,5011464,11564,134.85
111465,5011465,11565,134.86
111466,5011466,11566,134.87
111467,5011467,11567,134.88
111468,5011468,11568,134.89
111469,5011469,11569,134.9
111470,5011470,11570,134.91
111471,5011471,11571,134.92
111472,5011472,11572,134.93
111473,5011473,11573,134.94
111474,5011474,11574,134.95
111475,5011475,11575,134.96
111476,5011476,11576,134.97
111477,5011477,11577,134.98
111478,5011478,11578,134.99
111479,5011479,11579,135
111480,5011480,11580,135.01
111481,5011481,11581,135.02
111482,5011482,11582,135.03
111483,5011483,11583,135.04
111484,5011484,11584,135.05
111485,5011485,11585,135.06
111486,5011486,11586,135.07
111487,5011487,11587,135.08
111488,5011488,11588,135.09
111489,5011489,11589,135.1
111490,5011490,11590,135.11
111491,5011491,11591,135.12
111492,5011492,11592,135.13
111493,5011493,11593,135.14
111494,5011494,11594,135.15
111495,5011495,11595,135.16
111496,5011496,11596,135.17
111497,5011497,11597,135.18
111498,5011498,11598,135.19
111499,5011499,11599,135.2
111500,5011500,11600,135.21
111501,5011501,11601,135.22
111502,5011502,11602,135.23
111503,5011503,11603,135.24
111504,5011504,11604,135.25
111505,5011505,11605,135.26
111506,5011506,11606,135.27
111507,5011507,11607,135.28
111508,5011508,11608,135.29
111509,5011509,11609,135.3
111510,5011510,11610,135.31
111511,5011511,11611,135.32
111512,5011512,11612,135.33
111513,5011513,11613,135.34
111514,5011514,11614,135.35
111515,5011515,11615,135.36
111516,5011516,11616,135.37
111517,5011517,11617,135.38
111518,5011518,11618,135.39
111519,5011519,11619,135.4
111520,5011520,11620,135.41
111521,5011521,11621,135.42
111522,5011522,11622,135.43
111523,5011523,11623,135.44
111524,5011524,11624,135.45
111525,5011525,11625,135.46
111526,5011526,11626,135.47
111527,5011527,11627,135.48
111528,5011528,11628,135.49
111529,5011529,11629,135.5
111530,5011530,11630,135.51
111531,5011531,11631,135.52
111532,5011532,11632,135.53
111533,5011533,11633,135.54
111534,5011534,11634,135.55
111535,5011535,11635,135.56
111536,5011536,11636,135.57
111537,5011537,11637,135.58
111538,5011538,11638,135.59
111539,5011539,11639,135.6
111540,5011540,11640,135.61
111541,5011541,11641,135.62
111542,5011542,11642,135.63
111543,5011543,11643,135.64
111544,5011544,11644,135.65
111545,5011545,11645,135.66
111546,5011546,11646,135.67
111547,5011547,11647,135.68
111548,5011548,11648,135.69
111549,5011549,11649,135.7
111550,5011550,11650,135.71
111551,5011551,11651,135.72
111552,5011552,11652,135.73
111553,5011553,11653,135.74
111554,5011554,11654,135.75
111555,5011555,11655,135.76
111556,5011556,11656,135.77
111557,5011557,11657,135.78
111558,5011558,11658,135.79
111559,5011559,11659,135.8
111560,5011560,11660,135.81
111561,5011561,11661,135.82
111562,5011562,11662,135.83
111563,5011563,11663,135.84
111564,5011564,11664,135.85
111565,5011565,11665,135.86
111566,5011566,11666,135.87
111567,5011567,11667,135.88
111568,5011568,11668,135.89
111569,5011569,11669,135.9
111570,5011570,11670,135.91
111571,5011571,11671,135.92
111572,5011572,11672,135.93
111573,5011573,11673,135.94
111574,5011574,11674,135.95
111575,5011575,11675,135.96
111576,5011576,11676,135.97
111577,5011577,11677,135.98
111578,5011578,11678,135.99
111579,5011579,11679,136
111580,5011580,11680,136.01
111581,5011581,11681,136.02
111582,5011582,11682,136.03
111583,5011583,11683,136.04
111584,5011584,11684,136.05
111585,5011585,11685,136.06
111586,5011586,11686,136.07
111587,5011587,11687,136.08
111588,5011588,11688,136.09
111589,5011589,11689,136.1
111590,5011590,11690,136.11
111591,5011591,11691,136.12
111592,5011592,11692,136.13
111593,5011593,11693,136.14
111594,5011594,11694,136.15
111595,5011595,11695,136.16
111596,5011596,11696,136.17
111597,5011597,11697,136.18
111598,5011598,11698,136.19
111599,5011599,11699,136.2
111600,5011600,11700,136.21
111601,5011601,11701,136.22
111602,5011602,11702,136.23
111603,5011603,11703,136.24
111604,5011604,11704,136.25
111605,5011605,11705,136.26
111606,5011606,11706,136.27
111607,5011607,11707,136.28
111608,5011608,11708,136.29
111609,5011609,11709,136.3
111610,5011610,11710,136.31
111611,5011611,11711,136.32
111612,5011612,11712,136.33
111613,5011613,11713,136.34
111614,5011614,11714,136.35
111615,5011615,11715,136.36
111616,5011616,11716,136.37
111617,5011617,11717,136.38
111618,5011618,11718,136.39
111619,5011619,11719,136.4
111620,5011620,11720,136.41
111621,5011621,11721,136.42
111622,5011622,11722,136.43
111623,5011623,11723,136.44
111624,5011624,11724,136.45
111625,5011625,11725,136.46
111626,5011626,11726,136.47
111627,5011627,11727,136.48
111628,5011628,11728,136.49
111629,5011629,11729,136.5
111630,5011630,11730,136.51
111631,5011631,11731,136.52
111632,5011632,11732,136.53
111633,5011633,11733,136.54
111634,5011634,11734,136.55
111635,5011635,11735,136.56
111636,5011636,11736,136.57
111637,5011637,11737,136.58
111638,5011638,11738,136.59
111639,5011639,11739,136.6
111640,5011640,11740,136.61
111641,5011641,11741,136.62
111642,5011642,11742,136.63
111643,5011643,11743,136.64
111644,5011644,11744,136.65
111645,5011645,11745,136.66
111646,5011646,11746,136.67
111647,5011647,11747,136.68
111648,5011648,11748,136.69
111649,5011649,11749,136.7
111650,5011650,11750,136.71
111651,5011651,11751,136.72
111652,5011652,11752,136.73
111653,5011653,11753,136.74
111654,5011654,11754,136.75
111655,5011655,11755,136.76
111656,5011656,11756,136.77
111657,5011657,11757,136.78
111658,5011658,11758,136.79
111659,5011659,11759,136.8
111660,5011660,11760,136.81
111661,5011661,11761,136.82
111662,5011662,11762,136.83
111663,5011663,11763,136.84
111664,5011664,11764,136.85
111665,5011665,11765,136.86
111666,5011666,11766,136.87
111667,5011667,11767,136.88
111668,5011668,11768,136.89
111669,5011669,11769,136.9
111670,5011670,11770,136.91
111671,5011671,11771,136.92
111672,5011672,11772,136.93
111673,5011673,11773,136.94
111674,5011674,11774,136.95
111675,5011675,11775,136.96
111676,5011676,11776,136.97
111677,5011677,11777,136.98
111678,5011678,11778,136.99
111679,5011679,11779,137
111680,5011680,11780,137.01
111681,5011681,11781,137.02
111682,5011682,11782,137.03
111683,5011683,11783,137.04
111684,5011684,11784,137.05
111685,5011685,11785,137.06
111686,5011686,11786,137.07
111687,5011687,11787,137.08
111688,5011688,11788,137.09
111689,5011689,11789,137.1
111690,5011690,11790,137.11
111691,5011691,11791,137.12
111692,5011692,11792,137.13
111693,5011693,11793,137.14
111694,5011694,11794,137.15
111695,5011695,11795,137.16
111696,5011696,11796,137.17
111697,5011697,11797,137.18
111698,5011698,11798,137.19
111699,5011699,11799,137.2
111700,5011700,11800,137.21
111701,5011701,11801,137.22
111702,5011702,11802,137.23
111703,5011703,11803,137.24
111704,5011704,11804,137.25
111705,5011705,11805,137.26
111706,5011706,11806,137.27
111707,5011707,11807,137.28
111708,5011708,11808,137.29
111709,5011709,11809,137.3
111710,5011710,11810,137.31
111711,5011711,11811,137.32
111712,5011712,11812,137.33
111713,5011713,11813,137.34
111714,5011714,11814,137.35
111715,5011715,11815,137.36
111716,5011716,11816,137.37
111717,5011717,11817,137.38
111718,5011718,11818,137.39
111719,5011719,11819,137.4
111720,5011720,11820,137.41
111721,5011721,11821,137.42
111722,5011722,11822,137.43
111723,5011723,11823,137.44
111724,5011724,11824,137.45
111725,5011725,11825,137.46
111726,5011726,11826,137.47
111727,5011727,11827,137.48
111728,5011728,11828,137.49
111729,5011729,11829,137.5
111730,5011730,11830,137.51
111731,5011731,11831,137.52
111732,5011732,11832,137.53
111733,5011733,11833,137.54
111734,5011734,11834,137.55
111735,5011735,11835,137.56
111736,5011736,11836,137.57
111737,5011737,11837,137.58
111738,5011738,11838,137.59
111739,5011739,11839,137.6
111740,5011740,11840,137.61
111741,5011741,11841,137.62
111742,5011742,11842,137.63
111743,5011743,11843,137.64
111744,5011744,11844,137.65
111745,5011745,11845,137.66
111746,5011746,11846,137.67
111747,5011747,11847,137.68
111748,5011748,11848,137.69
111749,5011749,11849,137.7
111750,5011750,11850,137.71
111751,5011751,11851,137.72
111752,5011752,11852,137.73
111753,5011753,11853,137.74
111754,5011754,11854,137.75
111755,5011755,11855,137.76
111756,5011756,11856,137.77
111757,5011757,11857,137.78
111758,5011758,11858,137.79
111759,5011759,11859,137.8
111760,5011760,11860,137.81
111761,5011761,11861,137.82
111762,5011762,11862,137.83
111763,5011763,11863,137.84
111764,5011764,11864,137.85
111765,5011765,11865,137.86
111766,5011766,11866,137.87
111767,5011767,11867,137.88
111768,5011768,11868,137.89
111769,5011769,11869,137.9
111770,5011770,11870,137.91
111771,5011771,11871,137.92
111772,5011772,11872,137.93
111773,5011773,11873,137.94
111774,5011774,11874,137.95
111775,5011775,11875,137.96
111776,5011776,11876,137.97
111777,5011777,11877,137.98
111778,5011778,11878,137.99
111779,5011779,11879,138
111780,5011780,11880,138.01
111781,5011781,11881,138.02
111782,5011782,11882,138.03
111783,5011783,11883,138.04
111784,5011784,11884,138.05
111785,5011785,11885,138.06
111786,5011786,11886,138.07
111787,5011787,11887,138.08
111788,5011788,11888,138.09
111789,5011789,11889,138.1
111790,5011790,11890,138.11
111791,5011791,11891,138.12
111792,5011792,11892,138.13
111793,5011793,11893,138.14
111794,5011794,11894,138.15
111795,5011795,11895,138.16
111796,5011796,11896,138.17
111797,5011797,11897,138.18
111798,5011798,11898,138.19
111799,5011799,11899,138.2
111800,5011800,11900,138.21
111801,5011801,11901,138.22
111802,5011802,11902,138.23
111803,5011803,11903,138.24
111804,5011804,11904,138.25
111805,5011805,11905,138.26
111806,5011806,11906,138.27
111807,5011807,11907,138.28
111808,5011808,11908,138.29
111809,5011809,11909,138.3
111810,5011810,11910,138.31
111811,5011811,11911,138.32
111812,5011812,11912,138.33
111813,5011813,11913,138.34
111814,5011814,11914,138.35
111815,5011815,11915,138.36
111816,5011816,11916,138.37
111817,5011817,11917,138.38
111818,5011818,11918,138.39
111819,5011819,11919,138.4
111820,5011820,11920,138.41
111821,5011821,11921,138.42
111822,5011822,11922,138.43
111823,5011823,11923,138.44
111824,5011824,11924,138.45
111825,5011825,11925,138.46
111826,5011826,11926,138.47
111827,5011827,11927,138.48
111828,5011828,11928,138.49
111829,5011829,11929,138.5
111830,5011830,11930,138.51
111831,5011831,11931,138.52
111832,5011832,11932,138.53
111833,5011833,11933,138.54
111834,5011834,11934,138.55
111835,5011835,11935,138.56
111836,5011836,11936,138.57
111837,5011837,11937,138.58
111838,5011838,11938,138.59
111839,5011839,11939,138.6
111840,5011840,11940,138.61
111841,5011841,11941,138.62
111842,5011842,11942,138.63
111843,5011843,11943,138.64
111844,5011844,11944,138.65
111845,5011845,11945,138.66
111846,5011846,11946,138.67
111847,5011847,11947,138.68
111848,5011848,11948,138.69
111849,5011849,11949,138.7
111850,5011850,11950,138.71
111851,5011851,11951,138.72
111852,5011852,11952,138.73
111853,5011853,11953,138.74
111854,5011854,11954,138.75
111855,5011855,11955,138.76
111856,5011856,11956,138.77
111857,5011857,11957,138.78
111858,5011858,11958,138.79
111859,5011859,11959,138.8
111860,5011860,11960,138.81
111861,5011861,11961,138.82
111862,5011862,11962,138.83
111863,5011863,11963,138.84
111864,5011864,11964,138.85
111865,5011865,11965,138.86
111866,5011866,11966,138.87
111867,5011867,11967,138.88
111868,5011868,11968,138.89
111869,5011869,11969,138.9
111870,5011870,11970,138.91
111871,5011871,11971,138.92
111872,5011872,11972,138.93
111873,5011873,11973,138.94
111874,5011874,11974,138.95
111875,5011875,11975,138.96
111876,5011876,11976,138.97
111877,5011877,11977,138.98
111878,5011878,11978,138.99
111879,5011879,11979,139
111880,5011880,11980,139.01
111881,5011881,11981,139.02
111882,5011882,11982,139.03
111883,5011883,11983,139.04
111884,5011884,11984,139.05
111885,5011885,11985,139.06
111886,5011886,11986,139.07
111887,5011887,11987,139.08
111888,5011888,11988,139.09
111889,5011889,11989,139.1
111890,5011890,11990,139.11
111891,5011891,11991,139.12
111892,5011892,11992,139.13
111893,5011893,11993,139.14
111894,5011894,11994,139.15
111895,5011895,11995,139.16
111896,5011896,11996,139.17
111897,5011897,11997,139.18
111898,5011898,11998,139.19
111899,5011899,11999,139.2
111900,5011900,12000,139.21
111901,5011901,12001,139.22
111902,5011902,12002,139.23
111903,5011903,12003,139.24
111904,5011904,12004,139.25
111905,5011905,12005,139.26
111906,5011906,12006,139.27
111907,5011907,12007,139.28
111908,5011908,12008,139.29
111909,5011909,12009,139.3
111910,5011910,12010,139.31
111911,5011911,12011,139.32
111912,5011912,12012,139.33
111913,5011913,12013,139.34
111914,5011914,12014,139.35
111915,5011915,12015,139.36
111916,5011916,12016,139.37
111917,5011917,12017,139.38
111918,5011918,12018,139.39
111919,5011919,12019,139.4
111920,5011920,12020,139.41
111921,5011921,12021,139.42
111922,5011922,12022,139.43
111923,5011923,12023,139.44
111924,5011924,12024,139.45
111925,5011925,12025,139.46
111926,5011926,12026,139.47
111927,5011927,12027,139.48
111928,5011928,12028,139.49
111929,5011929,12029,139.5
111930,5011930,12030,139.51
111931,5011931,12031,139.52
111932,5011932,12032,139.53
111933,5011933,12033,139.54
111934,5011934,12034,139.55
111935,5011935,12035,139.56
111936,5011936,12036,139.57
111937,5011937,12037,139.58
111938,5011938,12038,139.59
111939,5011939,12039,139.6
111940,5011940,12040,139.61
111941,5011941,12041,139.62
111942,5011942,12042,139.63
111943,5011943,12043,139.64
111944,5011944,12044,139.65
111945,5011945,12045,139.66
111946,5011946,12046,139.67
111947,5011947,12047,139.68
111948,5011948,12048,139.69
111949,5011949,12049,139.7
111950,5011950,12050,139.71
111951,5011951,12051,139.72
111952,5011952,12052,139.73
111953,5011953,12053,139.74
111954,5011954,12054,139.75
111955,5011955,12055,139.76
111956,5011956,12056,139.77
111957,5011957,12057,139.78
111958,5011958,12058,139.79
111959,5011959,12059,139.8
111960,5011960,12060,139.81
111961,5011961,12061,139.82
111962,5011962,12062,139.83
111963,5011963,12063,139.84
111964,5011964,12064,139.85
111965,5011965,12065,139.86
111966,5011966,12066,139.87
111967,5011967,12067,139.88
111968,5011968,12068,139.89
111969,5011969,12069,139.9
111970,5011970,12070,139.91
111971,5011971,12071,139.92
111972,5011972,12072,139.93
111973,5011973,12073,139.94
111974,5011974,12074,139.95
111975,5011975,12075,139.96
111976,5011976,12076,139.97
111977,5011977,12077,139.98
111978,5011978,12078,139.99
111979,5011979,12079,140
111980,5011980,12080,140.01
111981,5011981,12081,140.02
111982,5011982,12082,140.03
111983,5011983,12083,140.04
111984,5011984,12084,140.05
111985,5011985,12085,140.06
111986,5011986,12086,140.07
111987,5011987,12087,140.08
111988,5011988,12088,140.09
111989,5011989,12089,140.1
111990,5011990,12090,140.11
111991,5011991,12091,140.12
111992,5011992,12092,140.13
111993,5011993,12093,140.14
111994,5011994,12094,140.15
111995,5011995,12095,140.16
111996,5011996,12096,140.17
111997,5011997,12097,140.18
111998,5011998,12098,140.19
111999,5011999,12099,140.2
112000,5012000,12100,140.21
112001,5012001,12101,140.22
112002,5012002,12102,140.23
112003,5012003,12103,140.24
112004,5012004,12104,140.25
112005,5012005,12105,140.26
112006,5012006,12106,140.27
112007,5012007,12107,140.28
112008,5012008,12108,140.29
112009,5012009,12109,140.3
112010,5012010,12110,140.31
112011,5012011,12111,140.32
112012,5012012,12112,140.33
112013,5012013,12113,140.34
112014,5012014,12114,140.35
112015,5012015,12115,140.36
112016,5012016,12116,140.37
112017,5012017,12117,140.38
112018,5012018,12118,140.39
112019,5012019,12119,140.4
112020,5012020,12120,140.41
112021,5012021,12121,140.42
112022,5012022,12122,140.43
112023,5012023,12123,140.44
112024,5012024,12124,140.45
112025,5012025,12125,140.46
112026,5012026,12126,140.47
112027,5012027,12127,140.48
112028,5012028,12128,140.49
112029,5012029,12129,140.5
112030,5012030,12130,140.51
112031,5012031,12131,140.52
112032,5012032,12132,140.53
112033,5012033,12133,140.54
112034,5012034,12134,140.55
112035,5012035,12135,140.56
112036,5012036,12136,140.57
112037,5012037,12137,140.58
112038,5012038,12138,140.59
112039,5012039,12139,140.6
112040,5012040,12140,140.61
112041,5012041,12141,140.62
112042,5012042,12142,140.63
112043,5012043,12143,140.64
112044,5012044,12144,140.65
112045,5012045,12145,140.66
112046,5012046,12146,140.67
112047,5012047,12147,140.68
112048,5012048,12148,140.69
112049,5012049,12149,140.7
112050,5012050,12150,140.71
112051,5012051,12151,140.72
112052,5012052,12152,140.73
112053,5012053,12153,140.74
112054,5012054,12154,140.75
112055,5012055,12155,140.76
112056,5012056,12156,140.77
112057,5012057,12157,140.78
112058,5012058,12158,140.79
112059,5012059,12159,140.8
112060,5012060,12160,140.81
112061,5012061,12161,140.82
112062,5012062,12162,140.83
112063,5012063,12163,140.84
112064,5012064,12164,140.85
112065,5012065,12165,140.86
112066,5012066,12166,140.87
112067,5012067,12167,140.88
112068,5012068,12168,140.89
112069,5012069,12169,140.9
112070,5012070,12170,140.91
112071,5012071,12171,140.92
112072,5012072,12172,140.93
112073,5012073,12173,140.94
112074,5012074,12174,140.95
112075,5012075,12175,140.96
112076,5012076,12176,140.97
112077,5012077,12177,140.98
112078,5012078,12178,140.99
112079,5012079,12179,141
112080,5012080,12180,141.01
112081,5012081,12181,141.02
112082,5012082,12182,141.03
112083,5012083,12183,141.04
112084,5012084,12184,141.05
112085,5012085,12185,141.06
112086,5012086,12186,141.07
112087,5012087,12187,141.08
112088,5012088,12188,141.09
112089,5012089,12189,141.1
112090,5012090,12190,141.11
112091,5012091,12191,141.12
112092,5012092,12192,141.13
112093,5012093,12193,141.14
112094,5012094,12194,141.15
112095,5012095,12195,141.16
112096,5012096,12196,141.17
112097,5012097,12197,141.18
112098,5012098,12198,141.19
112099,5012099,12199,141.2
112100,5012100,12200,141.21
112101,5012101,12201,141.22
112102,5012102,12202,141.23
112103,5012103,12203,141.24
112104,5012104,12204,141.25
112105,5012105,12205,141.26
112106,5012106,12206,141.27
112107,5012107,12207,141.28
112108,5012108,12208,141.29
112109,5012109,12209,141.3
112110,5012110,12210,141.31
112111,5012111,12211,141.32
112112,5012112,12212,141.33
112113,5012113,12213,141.34
112114,5012114,12214,141.35
112115,5012115,12215,141.36
112116,5012116,12216,141.37
112117,5012117,12217,141.38
112118,5012118,12218,141.39
112119,5012119,12219,141.4
112120,5012120,12220,141.41
112121,5012121,12221,141.42
112122,5012122,12222,141.43
112123,5012123,12223,141.44
112124,5012124,12224,141.45
112125,5012125,12225,141.46
112126,5012126,12226,141.47
112127,5012127,12227,141.48
112128,5012128,12228,141.49
112129,5012129,12229,141.5
112130,5012130,12230,141.51
112131,5012131,12231,141.52
112132,5012132,12232,141.53
112133,5012133,12233,141.54
112134,5012134,12234,141.55
112135,5012135,12235,141.56
112136,5012136,12236,141.57
112137,5012137,12237,141.58
112138,5012138,12238,141.59
112139,5012139,12239,141.6
112140,5012140,12240,141.61
112141,5012141,12241,141.62
112142,5012142,12242,141.63
112143,5012143,12243,141.64
112144,5012144,12244,141.65
112145,5012145,12245,141.66
112146,5012146,12246,141.67
112147,5012147,12247,141.68
112148,5012148,12248,141.69
112149,5012149,12249,141.7
112150,5012150,12250,141.71
112151,5012151,12251,141.72
112152,5012152,12252,141.73
112153,5012153,12253,141.74
112154,5012154,12254,141.75
112155,5012155,12255,141.76
112156,5012156,12256,141.77
112157,5012157,12257,141.78
112158,5012158,12258,141.79
112159,5012159,12259,141.8
112160,5012160,12260,141.81
112161,5012161,12261,141.82
112162,5012162,12262,141.83
112163,5012163,12263,141.84
112164,5012164,12264,141.85
112165,5012165,12265,141.86
112166,5012166,12266,141.87
112167,5012167,12267,141.88
112168,5012168,12268,141.89
112169,5012169,12269,141.9
112170,5012170,12270,141.91
112171,5012171,12271,141.92
112172,5012172,12272,141.93
